Row	viability
C_6184	1.0657
C_6185	1.002
C_6186	1.0249
C_6187	0.84
C_6188	1.168
C_6189	0.88
C_6190	1.15
C_6191	1.0027
C_6192	1.0594
C_6193	0.99
C_6194	0.88
C_6195	1.0171
C_6196	1.0266
C_6197	1.0472
C_6198	0.925
C_6199	1.0315
C_6200	0.988
C_6201	1.0954
C_6202	0.99981
C_6203	0.88
C_6204	0.9903
C_6205	0.86
C_6206	1.0029
C_6207	1.0125
C_6208	1.0332
C_6209	1.209
C_6210	1.0743
C_6211	0.938
C_6212	1.154
C_6213	1.0493
C_6214	1.182
C_6215	0.907
C_6216	0.983
C_6217	0.88
C_6218	0.69
C_6219	1.088
C_6220	1.121
C_6221	0.934
C_6222	1.0284
C_6223	0.979
C_6224	1.015
C_6225	0.99
C_6226	1.143
C_6227	0.9
C_6228	1.0985
C_6229	0.9
C_6230	1.179
C_6231	1.0128
C_6232	1.218
C_6233	0.935
C_6234	0.81
C_6235	0.9
C_6236	1.255
C_6237	0.969
C_6238	1.00032
C_6239	1.0057
C_6240	1.252
C_6241	0.927
C_6242	0.973
C_6243	1.0881
C_6244	0.946
C_6245	0.81
C_6246	1.221
C_6247	1.0776
C_6248	1.0822
C_6249	1.163
C_6250	1.0788
C_6251	1.0149
C_6252	1.0381
C_6253	1.0429
C_6254	0.955
C_6255	0.79
C_6256	0.933
C_6257	0.76
C_6258	0.76
C_6259	0.9
C_6260	1.395
C_6261	1.03
C_6262	1.0856
C_6263	0.927
C_6264	1.273
C_6265	1.044
C_6266	1.0631
C_6267	1.0899
C_6268	1.266
C_6269	0.935
C_6270	1.138
C_6271	1.0766
C_6272	1.0028
C_6273	0.83
C_6274	0.88
C_6275	0.83
C_6276	1.413
C_6277	1.0972
C_6278	1.339
C_6279	1.0056
C_6280	0.976
C_6281	0.78
C_6282	1.274
C_6283	0.8
C_6284	1.118
C_6285	0.86
C_6286	1.0616
C_6287	0.952
C_6288	1.0208
C_6289	1.0391
C_6290	1.0437
C_6291	0.9958
C_6292	0.86
C_6293	1.134
C_6294	0.998
C_6295	0.88
C_6296	0.945
C_6297	1.0092
C_6298	0.87
C_6299	1.0075
C_6300	0.955
C_6301	1.128
C_6302	0.941
C_6303	1.0019
C_6304	1.132
C_6305	1.0385
C_6306	0.7
C_6307	1.452
C_6308	0.941
C_6309	1.0394
C_6310	0.9943
C_6311	1.178
C_6312	0.65
C_6313	0.89
C_6314	0.39
C_6315	1.0211
C_6316	0.87
C_6317	1.127
C_6318	1.0184
C_6319	1.122
C_6320	0.971
C_6321	0.954
C_6322	0.923
C_6323	1.101
C_6324	1.0464
C_6325	1.166
C_6326	1.0963
C_6327	1.0003
C_6328	0.904
C_6329	1.0094
C_6330	0.54
C_6331	0.902
C_6332	1.0141
C_6333	0.957
C_6334	1.207
C_6335	0.87
C_6336	1.0137
C_6337	0.89
C_6338	0.972
C_6339	0.83
C_6340	0.84
C_6341	1.115
C_6342	0.986
C_6343	0.999954
C_6344	1.0689
C_6345	0.88
C_6346	1.173
C_6347	0.92
C_6348	1.0133
C_6349	1.0035
C_6350	1.0844
C_6351	0.937
C_6352	1.0397
C_6353	0.938
C_6354	0.84
C_6355	0.978
C_6356	1.318
C_6357	0.966
C_6358	1.257
C_6359	0.9
C_6360	1.191
C_6361	0.968
C_6362	0.9
C_6363	0.77
C_6364	0.46
C_6365	0.22
C_6366	0.14
C_6367	0.06
C_6368	0.04
C_6369	0.03
C_6370	0.03
C_6371	1.0256
C_6372	1.121
C_6373	0.83
C_6374	1.0418
C_6375	0.8
C_6376	0.42
C_6377	0.17
C_6378	0.08
C_6379	0.978
C_6380	1.136
C_6381	0.9989
C_6382	1.0802
C_6383	0.53
C_6384	0.46
C_6385	0.2
C_6386	0.12
C_6387	0.943
C_6388	1.0025
C_6389	0.73
C_6390	0.58
C_6391	0.24
C_6392	0.18
C_6393	0.09
C_6394	0.04
C_6395	0.907
C_6396	1.00075
C_6397	0.87
C_6398	1.0406
C_6399	1.0018
C_6400	1.204
C_6401	0.94
C_6402	1.118
C_6403	1.137
C_6404	1.0068
C_6405	1.0581
C_6406	0.955
C_6407	1.0766
C_6408	0.74
C_6409	0.84
C_6410	0.6
C_6411	0.89
C_6412	1.156
C_6413	1.0512
C_6414	0.81
C_6415	0.921
C_6416	0.979
C_6417	0.87
C_6418	0.71
C_6419	1.0142
C_6420	0.8
C_6421	0.45
C_6422	0.28
C_6423	0.23
C_6424	0.18
C_6425	0.15
C_6426	0.13
C_6427	0.924
C_6428	1.0376
C_6429	1.0435
C_6430	0.923
C_6431	1.189
C_6432	1.147
C_6433	0.924
C_6434	1.131
C_6435	1.169
C_6436	1.264
C_6437	1.119
C_6438	1.0343
C_6439	0.9
C_6440	0.933
C_6441	0.68
C_6442	0.62
C_6443	0.7
C_6444	0.86
C_6445	0.66
C_6446	0.7
C_6447	0.33
C_6448	0.33
C_6449	0.21
C_6450	0.2
C_6451	0.88
C_6452	0.98
C_6453	1.006
C_6454	1.157
C_6455	0.9945
C_6456	0.78
C_6457	0.55
C_6458	0.53
C_6459	1.0033
C_6460	1.0566
C_6461	1.18
C_6462	1.0361
C_6463	1.13
C_6464	0.946
C_6465	0.93
C_6466	0.941
C_6467	1.16
C_6468	0.9902
C_6469	1.0994
C_6470	0.89
C_6471	1.0262
C_6472	1.0488
C_6473	0.956
C_6474	0.82
C_6475	0.9978
C_6476	0.82
C_6477	0.64
C_6478	0.55
C_6479	0.51
C_6480	0.43
C_6481	0.39
C_6482	0.24
C_6483	1.0042
C_6484	0.923
C_6485	0.982
C_6486	1.0383
C_6487	1.0116
C_6488	1.041
C_6489	1.144
C_6490	0.977
C_6491	1.14
C_6492	0.987
C_6493	1.0317
C_6494	0.965
C_6495	0.78
C_6496	0.7
C_6497	0.55
C_6498	0.32
C_6499	0.97
C_6500	1.0791
C_6501	0.78
C_6502	0.8
C_6503	0.71
C_6504	0.59
C_6505	0.51
C_6506	0.43
C_6507	0.84
C_6508	0.963
C_6509	0.9
C_6510	0.951
C_6511	0.87
C_6512	0.9
C_6513	0.83
C_6514	0.82
C_6515	1.1
C_6516	0.935
C_6517	1.0831
C_6518	1.0277
C_6519	0.968
C_6520	0.82
C_6521	0.62
C_6522	0.38
C_6523	1.0222
C_6524	0.955
C_6525	0.9982
C_6526	0.89
C_6527	0.82
C_6528	0.63
C_6529	0.49
C_6530	0.37
C_6531	0.9936
C_6532	0.953
C_6533	0.943
C_6534	0.79
C_6535	0.78
C_6536	0.66
C_6537	0.66
C_6538	0.54
C_6539	0.84
C_6540	0.92
C_6541	0.942
C_6542	0.981
C_6543	1.0074
C_6544	1.104
C_6545	1.0152
C_6546	0.8
C_6547	1.0098
C_6548	1.0306
C_6549	1.0446
C_6550	0.928
C_6551	0.69
C_6552	0.53
C_6553	0.5
C_6554	0.14
C_6555	0.916
C_6556	0.91
C_6557	0.93
C_6558	0.927
C_6559	0.87
C_6560	0.74
C_6561	0.71
C_6562	0.56
C_6563	0.913
C_6564	0.924
C_6565	0.914
C_6566	0.979
C_6567	0.917
C_6568	0.968
C_6569	0.74
C_6570	0.58
C_6571	1.0186
C_6572	1.0937
C_6573	1.104
C_6574	1.0693
C_6575	0.947
C_6576	0.87
C_6577	0.914
C_6578	0.62
C_6579	0.8
C_6580	0.9936
C_6581	0.953
C_6582	0.909
C_6583	0.927
C_6584	0.933
C_6585	0.87
C_6586	0.61
C_6587	0.927
C_6588	1.142
C_6589	0.75
C_6590	0.66
C_6591	0.46
C_6592	0.47
C_6593	0.31
C_6594	0.35
C_6595	0.93
C_6596	1.0583
C_6597	0.944
C_6598	0.83
C_6599	1.084
C_6600	1.108
C_6601	0.81
C_6602	0.57
C_6603	1.0404
C_6604	1.0179
C_6605	0.967
C_6606	0.94
C_6607	0.84
C_6608	0.76
C_6609	0.46
C_6610	0.3
C_6611	0.974
C_6612	0.9975
C_6613	0.9946
C_6614	0.917
C_6615	0.8
C_6616	0.76
C_6617	0.57
C_6618	0.38
C_6619	0.83
C_6620	0.944
C_6621	0.948
C_6622	1.122
C_6623	0.98
C_6624	1.184
C_6625	0.72
C_6626	0.69
